Date,RegionName,State,Bedrooms,Price,Metro,CountyName,SizeRank,Rent,Year,Month
2015-01-31,Albuquerque,NM,1,114436.0,Albuquerque,Bernalillo County,35,595.0,2015,1
2015-02-28,Albuquerque,NM,1,114621.0,Albuquerque,Bernalillo County,35,607.5,2015,2
2015-03-31,Albuquerque,NM,1,115008.0,Albuquerque,Bernalillo County,35,595.0,2015,3
2015-04-30,Albuquerque,NM,1,114946.0,Albuquerque,Bernalillo County,35,584.0,2015,4
2015-05-31,Albuquerque,NM,1,114885.0,Albuquerque,Bernalillo County,35,660.0,2015,5
2015-06-30,Albuquerque,NM,1,114765.0,Albuquerque,Bernalillo County,35,660.0,2015,6
2015-07-31,Albuquerque,NM,1,114760.0,Albuquerque,Bernalillo County,35,658.0,2015,7
2015-08-31,Albuquerque,NM,1,115241.0,Albuquerque,Bernalillo County,35,665.0,2015,8
2015-09-30,Albuquerque,NM,1,115747.0,Albuquerque,Bernalillo County,35,660.0,2015,9
2015-10-31,Albuquerque,NM,1,115209.0,Albuquerque,Bernalillo County,35,655.0,2015,10
2015-11-30,Albuquerque,NM,1,114188.0,Albuquerque,Bernalillo County,35,658.0,2015,11
2015-12-31,Albuquerque,NM,1,113333.0,Albuquerque,Bernalillo County,35,700.0,2015,12
2016-01-31,Albuquerque,NM,1,113719.0,Albuquerque,Bernalillo County,35,750.0,2016,1
2016-02-29,Albuquerque,NM,1,114527.0,Albuquerque,Bernalillo County,35,710.0,2016,2
2016-03-31,Albuquerque,NM,1,115336.0,Albuquerque,Bernalillo County,35,755.0,2016,3
2016-04-30,Albuquerque,NM,1,115702.0,Albuquerque,Bernalillo County,35,755.0,2016,4
2016-05-31,Albuquerque,NM,1,115503.0,Albuquerque,Bernalillo County,35,752.5,2016,5
2016-06-30,Albuquerque,NM,1,115144.0,Albuquerque,Bernalillo County,35,658.0,2016,6
2016-07-31,Albuquerque,NM,1,115006.0,Albuquerque,Bernalillo County,35,658.0,2016,7
2016-08-31,Albuquerque,NM,1,114460.0,Albuquerque,Bernalillo County,35,658.0,2016,8
2016-09-30,Albuquerque,NM,1,114113.0,Albuquerque,Bernalillo County,35,659.5,2016,9
2016-10-31,Albuquerque,NM,1,114427.0,Albuquerque,Bernalillo County,35,632.0,2016,10
2016-11-30,Albuquerque,NM,1,115523.0,Albuquerque,Bernalillo County,35,658.0,2016,11
2016-12-31,Albuquerque,NM,1,116955.0,Albuquerque,Bernalillo County,35,646.0,2016,12
2017-01-31,Albuquerque,NM,1,117422.0,Albuquerque,Bernalillo County,35,650.0,2017,1
2017-02-28,Albuquerque,NM,1,117669.0,Albuquerque,Bernalillo County,35,689.0,2017,2
2017-03-31,Albuquerque,NM,1,117276.0,Albuquerque,Bernalillo County,35,669.5,2017,3
2017-04-30,Albuquerque,NM,1,117414.0,Albuquerque,Bernalillo County,35,675.0,2017,4
2017-05-31,Albuquerque,NM,1,117829.0,Albuquerque,Bernalillo County,35,704.0,2017,5
2017-06-30,Albuquerque,NM,1,119078.0,Albuquerque,Bernalillo County,35,699.0,2017,6
2017-07-31,Albuquerque,NM,1,120216.0,Albuquerque,Bernalillo County,35,690.0,2017,7
2017-08-31,Albuquerque,NM,1,121371.0,Albuquerque,Bernalillo County,35,674.5,2017,8
2017-09-30,Albuquerque,NM,1,121929.0,Albuquerque,Bernalillo County,35,695.0,2017,9
2017-10-31,Albuquerque,NM,1,122128.0,Albuquerque,Bernalillo County,35,699.0,2017,10
2017-11-30,Albuquerque,NM,1,122075.0,Albuquerque,Bernalillo County,35,704.0,2017,11
2017-12-31,Albuquerque,NM,1,121529.0,Albuquerque,Bernalillo County,35,675.0,2017,12
2018-01-31,Albuquerque,NM,1,121207.0,Albuquerque,Bernalillo County,35,715.0,2018,1
2018-02-28,Albuquerque,NM,1,120937.0,Albuquerque,Bernalillo County,35,729.0,2018,2
2018-03-31,Albuquerque,NM,1,121644.0,Albuquerque,Bernalillo County,35,749.0,2018,3
2018-04-30,Albuquerque,NM,1,122084.0,Albuquerque,Bernalillo County,35,739.0,2018,4
2018-05-31,Albuquerque,NM,1,122711.0,Albuquerque,Bernalillo County,35,749.0,2018,5
2018-06-30,Albuquerque,NM,1,122416.0,Albuquerque,Bernalillo County,35,747.5,2018,6
2018-07-31,Albuquerque,NM,1,121646.0,Albuquerque,Bernalillo County,35,739.0,2018,7
2018-08-31,Albuquerque,NM,1,120987.0,Albuquerque,Bernalillo County,35,739.0,2018,8
2018-09-30,Albuquerque,NM,1,121119.0,Albuquerque,Bernalillo County,35,740.0,2018,9
2018-10-31,Albuquerque,NM,1,122852.0,Albuquerque,Bernalillo County,35,755.0,2018,10
2018-11-30,Albuquerque,NM,1,124399.0,Albuquerque,Bernalillo County,35,764.0,2018,11
2018-12-31,Albuquerque,NM,1,125954.0,Albuquerque,Bernalillo County,35,764.0,2018,12
2019-01-31,Albuquerque,NM,1,127051.0,Albuquerque,Bernalillo County,35,770.0,2019,1
2019-02-28,Albuquerque,NM,1,128134.0,Albuquerque,Bernalillo County,35,765.0,2019,2
2019-03-31,Albuquerque,NM,1,128558.0,Albuquerque,Bernalillo County,35,770.0,2019,3
2019-04-30,Albuquerque,NM,1,128906.0,Albuquerque,Bernalillo County,35,775.0,2019,4
2019-05-31,Albuquerque,NM,1,129251.0,Albuquerque,Bernalillo County,35,775.0,2019,5
2019-06-30,Albuquerque,NM,1,130178.0,Albuquerque,Bernalillo County,35,777.0,2019,6
2019-07-31,Albuquerque,NM,1,131532.0,Albuquerque,Bernalillo County,35,781.0,2019,7
2019-08-31,Albuquerque,NM,1,132919.0,Albuquerque,Bernalillo County,35,780.0,2019,8
2019-09-30,Albuquerque,NM,1,134005.0,Albuquerque,Bernalillo County,35,781.0,2019,9
2019-10-31,Albuquerque,NM,1,133924.0,Albuquerque,Bernalillo County,35,775.0,2019,10
2019-11-30,Albuquerque,NM,1,134035.0,Albuquerque,Bernalillo County,35,769.5,2019,11
2019-12-31,Albuquerque,NM,1,134388.0,Albuquerque,Bernalillo County,35,771.5,2019,12
2015-01-31,Albuquerque,NM,2,135943.0,Albuquerque,Bernalillo County,35,850.0,2015,1
2015-02-28,Albuquerque,NM,2,135814.0,Albuquerque,Bernalillo County,35,882.5,2015,2
2015-03-31,Albuquerque,NM,2,135717.0,Albuquerque,Bernalillo County,35,850.0,2015,3
2015-04-30,Albuquerque,NM,2,135693.0,Albuquerque,Bernalillo County,35,825.0,2015,4
2015-05-31,Albuquerque,NM,2,135672.0,Albuquerque,Bernalillo County,35,835.0,2015,5
2015-06-30,Albuquerque,NM,2,135868.0,Albuquerque,Bernalillo County,35,875.0,2015,6
2015-07-31,Albuquerque,NM,2,136337.0,Albuquerque,Bernalillo County,35,885.0,2015,7
2015-08-31,Albuquerque,NM,2,136942.0,Albuquerque,Bernalillo County,35,875.0,2015,8
2015-09-30,Albuquerque,NM,2,137268.0,Albuquerque,Bernalillo County,35,875.0,2015,9
2015-10-31,Albuquerque,NM,2,136784.0,Albuquerque,Bernalillo County,35,875.0,2015,10
2015-11-30,Albuquerque,NM,2,135796.0,Albuquerque,Bernalillo County,35,865.0,2015,11
2015-12-31,Albuquerque,NM,2,135319.0,Albuquerque,Bernalillo County,35,850.0,2015,12
2016-01-31,Albuquerque,NM,2,135664.0,Albuquerque,Bernalillo County,35,895.0,2016,1
2016-02-29,Albuquerque,NM,2,136515.0,Albuquerque,Bernalillo County,35,900.0,2016,2
2016-03-31,Albuquerque,NM,2,137556.0,Albuquerque,Bernalillo County,35,925.0,2016,3
2016-04-30,Albuquerque,NM,2,138169.0,Albuquerque,Bernalillo County,35,900.0,2016,4
2016-05-31,Albuquerque,NM,2,138570.0,Albuquerque,Bernalillo County,35,900.0,2016,5
2016-06-30,Albuquerque,NM,2,138815.0,Albuquerque,Bernalillo County,35,949.0,2016,6
2016-07-31,Albuquerque,NM,2,138982.0,Albuquerque,Bernalillo County,35,895.0,2016,7
2016-08-31,Albuquerque,NM,2,138706.0,Albuquerque,Bernalillo County,35,880.0,2016,8
2016-09-30,Albuquerque,NM,2,138539.0,Albuquerque,Bernalillo County,35,898.0,2016,9
2016-10-31,Albuquerque,NM,2,139084.0,Albuquerque,Bernalillo County,35,899.5,2016,10
2016-11-30,Albuquerque,NM,2,140306.0,Albuquerque,Bernalillo County,35,870.0,2016,11
2016-12-31,Albuquerque,NM,2,141454.0,Albuquerque,Bernalillo County,35,850.0,2016,12
2017-01-31,Albuquerque,NM,2,141878.0,Albuquerque,Bernalillo County,35,812.0,2017,1
2017-02-28,Albuquerque,NM,2,142142.0,Albuquerque,Bernalillo County,35,845.0,2017,2
2017-03-31,Albuquerque,NM,2,141821.0,Albuquerque,Bernalillo County,35,865.0,2017,3
2017-04-30,Albuquerque,NM,2,141834.0,Albuquerque,Bernalillo County,35,880.0,2017,4
2017-05-31,Albuquerque,NM,2,141808.0,Albuquerque,Bernalillo County,35,909.0,2017,5
2017-06-30,Albuquerque,NM,2,142317.0,Albuquerque,Bernalillo County,35,917.5,2017,6
2017-07-31,Albuquerque,NM,2,143102.0,Albuquerque,Bernalillo County,35,909.0,2017,7
2017-08-31,Albuquerque,NM,2,144147.0,Albuquerque,Bernalillo County,35,900.0,2017,8
2017-09-30,Albuquerque,NM,2,144990.0,Albuquerque,Bernalillo County,35,900.0,2017,9
2017-10-31,Albuquerque,NM,2,145235.0,Albuquerque,Bernalillo County,35,903.0,2017,10
2017-11-30,Albuquerque,NM,2,145295.0,Albuquerque,Bernalillo County,35,900.0,2017,11
2017-12-31,Albuquerque,NM,2,145022.0,Albuquerque,Bernalillo County,35,871.0,2017,12
2018-01-31,Albuquerque,NM,2,145046.0,Albuquerque,Bernalillo County,35,875.0,2018,1
2018-02-28,Albuquerque,NM,2,145239.0,Albuquerque,Bernalillo County,35,934.5,2018,2
2018-03-31,Albuquerque,NM,2,146274.0,Albuquerque,Bernalillo County,35,944.0,2018,3
2018-04-30,Albuquerque,NM,2,147268.0,Albuquerque,Bernalillo County,35,949.0,2018,4
2018-05-31,Albuquerque,NM,2,148292.0,Albuquerque,Bernalillo County,35,955.0,2018,5
2018-06-30,Albuquerque,NM,2,148632.0,Albuquerque,Bernalillo County,35,959.0,2018,6
2018-07-31,Albuquerque,NM,2,148424.0,Albuquerque,Bernalillo County,35,954.5,2018,7
2018-08-31,Albuquerque,NM,2,148437.0,Albuquerque,Bernalillo County,35,965.0,2018,8
2018-09-30,Albuquerque,NM,2,148728.0,Albuquerque,Bernalillo County,35,964.5,2018,9
2018-10-31,Albuquerque,NM,2,150117.0,Albuquerque,Bernalillo County,35,967.0,2018,10
2018-11-30,Albuquerque,NM,2,151143.0,Albuquerque,Bernalillo County,35,992.0,2018,11
2018-12-31,Albuquerque,NM,2,152431.0,Albuquerque,Bernalillo County,35,955.0,2018,12
2019-01-31,Albuquerque,NM,2,153417.0,Albuquerque,Bernalillo County,35,957.0,2019,1
2019-02-28,Albuquerque,NM,2,154327.0,Albuquerque,Bernalillo County,35,947.0,2019,2
2019-03-31,Albuquerque,NM,2,154775.0,Albuquerque,Bernalillo County,35,970.0,2019,3
2019-04-30,Albuquerque,NM,2,155108.0,Albuquerque,Bernalillo County,35,985.0,2019,4
2019-05-31,Albuquerque,NM,2,155503.0,Albuquerque,Bernalillo County,35,975.0,2019,5
2019-06-30,Albuquerque,NM,2,156388.0,Albuquerque,Bernalillo County,35,981.0,2019,6
2019-07-31,Albuquerque,NM,2,157621.0,Albuquerque,Bernalillo County,35,995.0,2019,7
2019-08-31,Albuquerque,NM,2,158690.0,Albuquerque,Bernalillo County,35,1005.0,2019,8
2019-09-30,Albuquerque,NM,2,159696.0,Albuquerque,Bernalillo County,35,1000.0,2019,9
2019-10-31,Albuquerque,NM,2,160063.0,Albuquerque,Bernalillo County,35,981.0,2019,10
2019-11-30,Albuquerque,NM,2,160753.0,Albuquerque,Bernalillo County,35,981.0,2019,11
2019-12-31,Albuquerque,NM,2,161476.0,Albuquerque,Bernalillo County,35,991.0,2019,12
2015-01-31,Albuquerque,NM,4,243525.0,Albuquerque,Bernalillo County,35,1350.0,2015,1
2015-02-28,Albuquerque,NM,4,242666.0,Albuquerque,Bernalillo County,35,1300.0,2015,2
2015-03-31,Albuquerque,NM,4,241987.0,Albuquerque,Bernalillo County,35,1295.0,2015,3
2015-04-30,Albuquerque,NM,4,242213.0,Albuquerque,Bernalillo County,35,1295.0,2015,4
2015-05-31,Albuquerque,NM,4,242506.0,Albuquerque,Bernalillo County,35,1375.0,2015,5
2015-06-30,Albuquerque,NM,4,243342.0,Albuquerque,Bernalillo County,35,1395.0,2015,6
2015-07-31,Albuquerque,NM,4,244307.0,Albuquerque,Bernalillo County,35,1340.0,2015,7
2015-08-31,Albuquerque,NM,4,245357.0,Albuquerque,Bernalillo County,35,1350.0,2015,8
2015-09-30,Albuquerque,NM,4,246008.0,Albuquerque,Bernalillo County,35,1362.5,2015,9
2015-10-31,Albuquerque,NM,4,245743.0,Albuquerque,Bernalillo County,35,1305.0,2015,10
2015-11-30,Albuquerque,NM,4,244483.0,Albuquerque,Bernalillo County,35,1300.0,2015,11
2015-12-31,Albuquerque,NM,4,243807.0,Albuquerque,Bernalillo County,35,1350.0,2015,12
2016-01-31,Albuquerque,NM,4,244173.0,Albuquerque,Bernalillo County,35,1300.0,2016,1
2016-02-29,Albuquerque,NM,4,245759.0,Albuquerque,Bernalillo County,35,1300.0,2016,2
2016-03-31,Albuquerque,NM,4,247635.0,Albuquerque,Bernalillo County,35,1342.0,2016,3
2016-04-30,Albuquerque,NM,4,248823.0,Albuquerque,Bernalillo County,35,1400.0,2016,4
2016-05-31,Albuquerque,NM,4,249545.0,Albuquerque,Bernalillo County,35,1350.0,2016,5
2016-06-30,Albuquerque,NM,4,249678.0,Albuquerque,Bernalillo County,35,1400.0,2016,6
2016-07-31,Albuquerque,NM,4,249786.0,Albuquerque,Bernalillo County,35,1397.5,2016,7
2016-08-31,Albuquerque,NM,4,249461.0,Albuquerque,Bernalillo County,35,1325.0,2016,8
2016-09-30,Albuquerque,NM,4,249453.0,Albuquerque,Bernalillo County,35,1325.0,2016,9
2016-10-31,Albuquerque,NM,4,250313.0,Albuquerque,Bernalillo County,35,1350.0,2016,10
2016-11-30,Albuquerque,NM,4,251857.0,Albuquerque,Bernalillo County,35,1334.0,2016,11
2016-12-31,Albuquerque,NM,4,253394.0,Albuquerque,Bernalillo County,35,1375.0,2016,12
2017-01-31,Albuquerque,NM,4,253954.0,Albuquerque,Bernalillo County,35,1295.0,2017,1
2017-02-28,Albuquerque,NM,4,253992.0,Albuquerque,Bernalillo County,35,1350.0,2017,2
2017-03-31,Albuquerque,NM,4,253256.0,Albuquerque,Bernalillo County,35,1350.0,2017,3
2017-04-30,Albuquerque,NM,4,253344.0,Albuquerque,Bernalillo County,35,1412.5,2017,4
2017-05-31,Albuquerque,NM,4,253545.0,Albuquerque,Bernalillo County,35,1414.0,2017,5
2017-06-30,Albuquerque,NM,4,254500.0,Albuquerque,Bernalillo County,35,1400.0,2017,6
2017-07-31,Albuquerque,NM,4,255641.0,Albuquerque,Bernalillo County,35,1450.0,2017,7
2017-08-31,Albuquerque,NM,4,257046.0,Albuquerque,Bernalillo County,35,1495.0,2017,8
2017-09-30,Albuquerque,NM,4,258272.0,Albuquerque,Bernalillo County,35,1400.0,2017,9
2017-10-31,Albuquerque,NM,4,258422.0,Albuquerque,Bernalillo County,35,1375.0,2017,10
2017-11-30,Albuquerque,NM,4,258576.0,Albuquerque,Bernalillo County,35,1400.0,2017,11
2017-12-31,Albuquerque,NM,4,258004.0,Albuquerque,Bernalillo County,35,1400.0,2017,12
2018-01-31,Albuquerque,NM,4,258091.0,Albuquerque,Bernalillo County,35,1350.0,2018,1
2018-02-28,Albuquerque,NM,4,258411.0,Albuquerque,Bernalillo County,35,1395.0,2018,2
2018-03-31,Albuquerque,NM,4,259849.0,Albuquerque,Bernalillo County,35,1400.0,2018,3
2018-04-30,Albuquerque,NM,4,260920.0,Albuquerque,Bernalillo County,35,1497.0,2018,4
2018-05-31,Albuquerque,NM,4,262005.0,Albuquerque,Bernalillo County,35,1500.0,2018,5
2018-06-30,Albuquerque,NM,4,262437.0,Albuquerque,Bernalillo County,35,1425.0,2018,6
2018-07-31,Albuquerque,NM,4,261989.0,Albuquerque,Bernalillo County,35,1495.0,2018,7
2018-08-31,Albuquerque,NM,4,261971.0,Albuquerque,Bernalillo County,35,1500.0,2018,8
2018-09-30,Albuquerque,NM,4,262066.0,Albuquerque,Bernalillo County,35,1450.0,2018,9
2018-10-31,Albuquerque,NM,4,263976.0,Albuquerque,Bernalillo County,35,1495.0,2018,10
2018-11-30,Albuquerque,NM,4,265220.0,Albuquerque,Bernalillo County,35,1440.0,2018,11
2018-12-31,Albuquerque,NM,4,266775.0,Albuquerque,Bernalillo County,35,1400.0,2018,12
2019-01-31,Albuquerque,NM,4,268025.0,Albuquerque,Bernalillo County,35,1425.0,2019,1
2019-02-28,Albuquerque,NM,4,269108.0,Albuquerque,Bernalillo County,35,1450.0,2019,2
2019-03-31,Albuquerque,NM,4,269898.0,Albuquerque,Bernalillo County,35,1450.0,2019,3
2019-04-30,Albuquerque,NM,4,270482.0,Albuquerque,Bernalillo County,35,1500.0,2019,4
2019-05-31,Albuquerque,NM,4,271241.0,Albuquerque,Bernalillo County,35,1572.5,2019,5
2019-06-30,Albuquerque,NM,4,272424.0,Albuquerque,Bernalillo County,35,1485.0,2019,6
2019-07-31,Albuquerque,NM,4,274298.0,Albuquerque,Bernalillo County,35,1450.0,2019,7
2019-08-31,Albuquerque,NM,4,275888.0,Albuquerque,Bernalillo County,35,1497.5,2019,8
2019-09-30,Albuquerque,NM,4,277541.0,Albuquerque,Bernalillo County,35,1500.0,2019,9
2019-10-31,Albuquerque,NM,4,278258.0,Albuquerque,Bernalillo County,35,1537.5,2019,10
2019-11-30,Albuquerque,NM,4,279508.0,Albuquerque,Bernalillo County,35,1497.0,2019,11
2019-12-31,Albuquerque,NM,4,280983.0,Albuquerque,Bernalillo County,35,1450.0,2019,12
2015-01-31,Anaheim,CA,3,476938.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2395.0,2015,1
2015-02-28,Anaheim,CA,3,479081.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2300.0,2015,2
2015-03-31,Anaheim,CA,3,482228.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2350.0,2015,3
2015-04-30,Anaheim,CA,3,485962.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2295.0,2015,4
2015-05-31,Anaheim,CA,3,488011.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2295.0,2015,5
2015-06-30,Anaheim,CA,3,490108.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2015,6
2015-07-31,Anaheim,CA,3,492565.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2015,7
2015-08-31,Anaheim,CA,3,495914.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2015,8
2015-09-30,Anaheim,CA,3,499358.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2395.0,2015,9
2015-10-31,Anaheim,CA,3,502816.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2015,10
2015-11-30,Anaheim,CA,3,504431.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2015,11
2015-12-31,Anaheim,CA,3,508246.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2015,12
2016-01-31,Anaheim,CA,3,510816.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2397.5,2016,1
2016-02-29,Anaheim,CA,3,514711.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2447.5,2016,2
2016-03-31,Anaheim,CA,3,517168.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2016,3
2016-04-30,Anaheim,CA,3,518700.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2372.5,2016,4
2016-05-31,Anaheim,CA,3,522462.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2016,5
2016-06-30,Anaheim,CA,3,524824.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2450.0,2016,6
2016-07-31,Anaheim,CA,3,529239.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2016,7
2016-08-31,Anaheim,CA,3,532532.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2425.0,2016,8
2016-09-30,Anaheim,CA,3,534404.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2016,9
2016-10-31,Anaheim,CA,3,535580.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2016,10
2016-11-30,Anaheim,CA,3,538433.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2395.0,2016,11
2016-12-31,Anaheim,CA,3,540299.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2300.0,2016,12
2017-01-31,Anaheim,CA,3,544286.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2400.0,2017,1
2017-02-28,Anaheim,CA,3,546035.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2600.0,2017,2
2017-03-31,Anaheim,CA,3,549556.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2500.0,2017,3
2017-04-30,Anaheim,CA,3,551784.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2545.0,2017,4
2017-05-31,Anaheim,CA,3,554359.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2600.0,2017,5
2017-06-30,Anaheim,CA,3,557985.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2675.0,2017,6
2017-07-31,Anaheim,CA,3,560237.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2685.0,2017,7
2017-08-31,Anaheim,CA,3,561780.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2600.0,2017,8
2017-09-30,Anaheim,CA,3,564165.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2600.0,2017,9
2017-10-31,Anaheim,CA,3,567091.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2635.0,2017,10
2017-11-30,Anaheim,CA,3,571267.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2650.0,2017,11
2017-12-31,Anaheim,CA,3,575790.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2577.5,2017,12
2018-01-31,Anaheim,CA,3,579208.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2500.0,2018,1
2018-02-28,Anaheim,CA,3,582299.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2575.0,2018,2
2018-03-31,Anaheim,CA,3,584347.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2626.0,2018,3
2018-04-30,Anaheim,CA,3,588148.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2622.5,2018,4
2018-05-31,Anaheim,CA,3,590496.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2650.0,2018,5
2018-06-30,Anaheim,CA,3,593167.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2695.0,2018,6
2018-07-31,Anaheim,CA,3,593640.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2695.0,2018,7
2018-08-31,Anaheim,CA,3,594342.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2700.0,2018,8
2018-09-30,Anaheim,CA,3,593390.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2650.0,2018,9
2018-10-31,Anaheim,CA,3,594625.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2650.0,2018,10
2018-11-30,Anaheim,CA,3,595424.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2700.0,2018,11
2018-12-31,Anaheim,CA,3,596021.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2600.0,2018,12
2019-01-31,Anaheim,CA,3,594808.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2700.0,2019,1
2019-02-28,Anaheim,CA,3,593913.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2750.0,2019,2
2019-03-31,Anaheim,CA,3,593336.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2800.0,2019,3
2019-04-30,Anaheim,CA,3,593064.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2795.0,2019,4
2019-05-31,Anaheim,CA,3,593226.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2800.0,2019,5
2019-06-30,Anaheim,CA,3,593117.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2800.0,2019,6
2019-07-31,Anaheim,CA,3,595032.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2800.0,2019,7
2019-08-31,Anaheim,CA,3,597558.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2750.0,2019,8
2019-09-30,Anaheim,CA,3,601480.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2795.0,2019,9
2019-10-31,Anaheim,CA,3,603925.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2700.0,2019,10
2019-11-30,Anaheim,CA,3,606106.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2750.0,2019,11
2019-12-31,Anaheim,CA,3,608790.0,Los Angeles-Long Beach-Anaheim,Orange County,62,2700.0,2019,12
2015-01-31,Arlington,TX,1,59705.0,Dallas-Fort Worth-Arlington,Tarrant County,51,651.0,2015,1
2015-02-28,Arlington,TX,1,59699.0,Dallas-Fort Worth-Arlington,Tarrant County,51,650.0,2015,2
2015-03-31,Arlington,TX,1,60012.0,Dallas-Fort Worth-Arlington,Tarrant County,51,710.0,2015,3
2015-04-30,Arlington,TX,1,60802.0,Dallas-Fort Worth-Arlington,Tarrant County,51,750.0,2015,4
2015-05-31,Arlington,TX,1,61631.0,Dallas-Fort Worth-Arlington,Tarrant County,51,732.0,2015,5
2015-06-30,Arlington,TX,1,62023.0,Dallas-Fort Worth-Arlington,Tarrant County,51,730.0,2015,6
2015-07-31,Arlington,TX,1,62370.0,Dallas-Fort Worth-Arlington,Tarrant County,51,750.0,2015,7
2015-08-31,Arlington,TX,1,62733.0,Dallas-Fort Worth-Arlington,Tarrant County,51,779.0,2015,8
2015-09-30,Arlington,TX,1,63236.0,Dallas-Fort Worth-Arlington,Tarrant County,51,780.0,2015,9
2015-10-31,Arlington,TX,1,63005.0,Dallas-Fort Worth-Arlington,Tarrant County,51,763.5,2015,10
2015-11-30,Arlington,TX,1,62477.0,Dallas-Fort Worth-Arlington,Tarrant County,51,807.5,2015,11
2015-12-31,Arlington,TX,1,62683.0,Dallas-Fort Worth-Arlington,Tarrant County,51,836.5,2015,12
2016-01-31,Arlington,TX,1,63231.0,Dallas-Fort Worth-Arlington,Tarrant County,51,805.0,2016,1
2016-02-29,Arlington,TX,1,64440.0,Dallas-Fort Worth-Arlington,Tarrant County,51,810.0,2016,2
2016-03-31,Arlington,TX,1,64870.0,Dallas-Fort Worth-Arlington,Tarrant County,51,822.0,2016,3
2016-04-30,Arlington,TX,1,64833.0,Dallas-Fort Worth-Arlington,Tarrant County,51,819.0,2016,4
2016-05-31,Arlington,TX,1,64545.0,Dallas-Fort Worth-Arlington,Tarrant County,51,795.0,2016,5
2016-06-30,Arlington,TX,1,64487.0,Dallas-Fort Worth-Arlington,Tarrant County,51,785.0,2016,6
2016-07-31,Arlington,TX,1,64997.0,Dallas-Fort Worth-Arlington,Tarrant County,51,812.0,2016,7
2016-08-31,Arlington,TX,1,65279.0,Dallas-Fort Worth-Arlington,Tarrant County,51,820.0,2016,8
2016-09-30,Arlington,TX,1,65604.0,Dallas-Fort Worth-Arlington,Tarrant County,51,849.5,2016,9
2016-10-31,Arlington,TX,1,66005.0,Dallas-Fort Worth-Arlington,Tarrant County,51,845.0,2016,10
2016-11-30,Arlington,TX,1,67237.0,Dallas-Fort Worth-Arlington,Tarrant County,51,785.0,2016,11
